SiteID;Date Time;NOx;NO2;NO;PM10;NVPM10;VPM10;NVPM2.5;PM2.5;VPM2.5;CO;O3;SO2;Temperature;Location;geo_point_2d
209;2000-09-01T05:00:00+00:00;289.22;21.71;170.78;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-01T12:00:00+00:00;256.37;75.21;114.51;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-01T14:00:00+00:00;263.3;79.46;116.25;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-01T17:00:00+00:00;331.44;93.14;151.79;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-02T09:00:00+00:00;149.7;64.98;55.71;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-02T10:00:00+00:00;179.49;81.76;64.22;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-02T11:00:00+00:00;184.94;79.32;69.36;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-02T15:00:00+00:00;188.91;89.31;65.41;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-02T23:00:00+00:00;210.57;100.98;71.98;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-03T11:00:00+00:00;158.64;75.3;52.16;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-03T22:00:00+00:00;72.24;37.72;20.29;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-04T04:00:00+00:00;66.75;51.21;6.89;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-04T10:00:00+00:00;105.95;49.63;33.48;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-04T17:00:00+00:00;146.21;90.84;32.89;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-04T21:00:00+00:00;230.46;138.85;56.52;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-05T06:00:00+00:00;193.35;82.0;70.86;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-05T09:00:00+00:00;145.06;65.6;50.0;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-05T10:00:00+00:00;143.96;68.13;47.73;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-05T14:00:00+00:00;188.48;73.82;73.01;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-09-05T19:00:00+00:00;98.54;60.77;22.88;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-10-01T03:00:00+00:00;38.2;31.56;4.8;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-10-01T20:00:00+00:00;94.19;44.75;32.7;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
209;2000-10-01T23:00:00+00:00;53.12;29.74;15.65;;;;;;;;;;;IKEA M32;51.4752847609,-2.56207998299
